id,street,status,previous_jobs_count,amount_due,lat,lng
1739,197 Pine Cir,in_progress,3,1524,33.43665931,-112.1923093
1740,62 7th Trl,collected,1,1525,33.36275442,-112.2621169
1741,250 Texas Trl,in_progress,1,1525,33.53811234,-112.3041761
1742,165 Pine St,collected,3,1526,33.40369449,-111.9971991
1743,316 8th Way,active,3,1527,33.58238997,-112.1791485
1744,232 Blake Ave,active,3,1527,33.50538247,-112.0683757
1745,359 Walnut Pl,collected,1,1527,33.46540373,-111.9066053
1746,440 Page Wl,in_progress,3,1528,33.52696726,-112.0668982
1747,409 8th Ave,in_progress,3,1528,33.47739809,-112.148727
1748,276 Blake Dv,in_progress,3,1528,33.56772412,-112.0490539
1749,173 Texas Ave,collected,3,1528,33.57260804,-112.2174073
1750,356 6th St,collected,3,1528,33.39452747,-112.220033
1751,215 1st Blvd,in_progress,3,1529,33.44719023,-112.0135881
1752,663 Bush Vis,collected,2,1529,33.51390754,-112.225859
1753,273 Sutter St,collected,1,1529,33.36913428,-111.9230684
1754,162 8th Blvd,active,3,1529,33.47678059,-112.2994886
1755,616 Indiana Vis,in_progress,3,1529,33.38896127,-112.3186767
1756,21 Mission Blvd,collected,3,1529,33.55612211,-112.1033806
1757,678 Page Cir,active,3,1530,33.45757586,-112.2277773
1758,277 Bush St,active,1,1530,33.44972707,-112.2484012
1759,62 Geary St,in_progress,1,1530,33.50035077,-112.1192938
1760,253 Blake Pl,in_progress,3,1530,33.4254539,-112.0551098
1761,77 5th Trl,in_progress,1,1530,33.44266427,-112.3405681
1762,466 Indiana Pl,in_progress,1,1530,33.5135236,-111.9846308
1763,143 4th Rd,active,2,1530,33.37494555,-111.9958757
1764,43 Geary St,in_progress,1,1530,33.56613272,-112.2726067
1765,78 Walnut Trl,active,1,1531,33.41377657,-112.2347108
1766,457 Texas Rd,active,1,1531,33.57134158,-112.1344456
1767,470 8th Cir,in_progress,1,1531,33.45606004,-112.018871
1768,32 5th Blvd,collected,2,1531,33.43315271,-111.9190098
1769,379 Bush Pl,collected,2,1531,33.45019531,-112.1805895
1770,359 6th Wl,collected,2,1531,33.42914171,-111.9486898
1771,416 Wall Pl,in_progress,3,1531,33.52463179,-112.2978065
1772,752 Pine Ave,collected,1,1532,33.3708888,-112.0391107
1773,231 3rd Pl,in_progress,3,1532,33.48036511,-112.1402369
1774,526 Page Cir,active,1,1532,33.40999444,-112.3093257
1775,763 6th St,active,3,1532,33.3653124,-112.1058359
1776,125 Pine Ave,in_progress,1,1532,33.58331809,-111.8957965
1777,558 Bush Cir,active,3,1533,33.40764865,-111.970856
1778,652 Pine Rd,in_progress,3,1533,33.50993059,-112.018241
1779,478 Page Cir,collected,2,1533,33.36590469,-112.1827943
1780,558 Geary Trl,in_progress,2,1534,33.44954221,-112.2964185
1781,507 Page Trl,collected,1,1534,33.51228635,-112.3366364
1782,738 Wall Rd,collected,3,1534,33.44932399,-112.1183176
1783,515 Texas Vis,collected,3,1535,33.39378916,-112.2490865
1784,565 2nd Dv,collected,3,1535,33.49221464,-111.8830004
1785,355 6th Vis,collected,1,1535,33.37331524,-112.1284523
1786,267 9th Cir,collected,3,1536,33.57334273,-111.8745969
1787,80 Franklin Ave,active,1,1536,33.43297978,-112.0321493
1788,558 Walnut Ave,collected,1,1536,33.54069974,-112.3291807
1789,383 1st Dv,collected,2,1537,33.42821765,-112.1479881
1790,273 5th Rd,active,2,1537,33.5685763,-112.2245845
1791,170 Wall Cir,active,2,1537,33.40780732,-112.0499176
1792,272 1st Pl,active,1,1537,33.48434232,-112.2125156
1793,53 Blake Wl,in_progress,2,1537,33.51060103,-112.3590154
1794,178 5th Wl,active,2,1537,33.58819565,-111.9571644
1795,25 Euclid Rd,in_progress,3,1537,33.55136982,-112.1729341
1796,101 Pine Blvd,in_progress,1,1537,33.4713441,-111.9913109
1797,431 Blake Cir,active,2,1537,33.42741694,-112.2760023
1798,507 California Dv,collected,2,1538,33.37937732,-112.2014671
1799,547 Mission Dv,in_progress,2,1538,33.52033033,-112.1361746
1800,669 Geary Cir,in_progress,3,1538,33.5546292,-112.2772985
1801,240 Euclid Trl,active,2,1538,33.58878352,-112.1973594
1802,335 Franklin Trl,collected,3,1538,33.44884339,-111.9364793
1803,246 8th Trl,active,1,1538,33.42804387,-111.9148538
1804,741 8th Dv,in_progress,1,1539,33.475581,-111.920316
1805,121 3rd Vis,in_progress,3,1539,33.55430265,-112.0497251
1806,207 5th St,active,2,1539,33.43523534,-112.0865874
1807,690 3rd Trl,active,1,1539,33.59328613,-112.1744474
1808,435 Sutter Vis,active,2,1540,33.41560502,-111.9386166
1809,762 4th Cir,collected,1,1541,33.50189516,-112.3009023
1810,744 4th Cir,in_progress,2,1541,33.48488285,-112.2917351
1811,118 6th Dv,active,1,1541,33.55843909,-112.0199839
1812,457 Walnut Dv,active,3,1543,33.42903202,-111.9610825
1813,228 Post Trl,collected,1,1543,33.57315792,-112.0738575
1814,151 Sutter Blvd,collected,3,1543,33.55159423,-112.0729381
1815,530 2nd Blvd,in_progress,3,1543,33.53313067,-111.8909882
1816,441 Geary Blvd,in_progress,1,1544,33.51041818,-111.9568646
1817,540 8th Way,in_progress,3,1544,33.51420318,-112.2823415
1818,645 8th Rd,active,2,1545,33.43636661,-112.0759004
1819,390 6th Way,in_progress,1,1545,33.51114096,-111.9163547
1820,627 2nd Vis,in_progress,3,1545,33.38796134,-112.3582764
1821,597 2nd Vis,active,2,1545,33.50200549,-112.3497377
1822,355 Wall Pl,in_progress,2,1546,33.40021235,-112.3203856
1823,482 Franklin Pl,in_progress,2,1546,33.43661238,-111.9753733
1824,13 Euclid Dv,active,2,1547,33.39580635,-112.0917613
1825,97 Post Dv,active,1,1548,33.39316729,-112.1869074
1826,321 6th Trl,active,3,1549,33.50721373,-112.2821364
1827,23 Page Way,active,3,1549,33.5545169,-112.3321546
1828,400 1st St,collected,3,1549,33.41923364,-111.9471038
1829,92 3rd Ave,collected,2,1550,33.383851,-112.1842338
1830,434 Franklin Vis,active,3,1550,33.48124784,-111.9403766
1831,172 Pine Rd,active,1,1550,33.51304976,-111.9604768
1832,117 Mission Dv,collected,3,1550,33.49736541,-112.2171069
1833,556 California Vis,active,3,1550,33.5565088,-111.9697475
1834,336 2nd St,active,2,1550,33.46378618,-112.2614301
1835,315 Pine Rd,active,3,1550,33.54358789,-111.9796095
1836,603 1st Trl,active,3,1550,33.36676116,-112.2253083
1837,586 Texas Way,active,2,1551,33.37498198,-112.1785874
1838,796 1st Ave,collected,3,1551,33.46145122,-112.2834279
1839,247 Pine Blvd,in_progress,3,1552,33.52208305,-112.1332514
1840,419 6th Way,in_progress,1,1552,33.40336888,-111.9401029
1841,410 9th Trl,active,1,1552,33.43833551,-112.2744178
1842,463 6th Pl,active,1,1552,33.3706621,-112.1922787
1843,203 Geary Dv,active,1,1552,33.57498387,-112.2945812
1844,152 Post St,active,2,1553,33.46313933,-112.0900459
1845,18 Turk Wl,active,1,1553,33.49932515,-112.3198846
1846,725 4th St,active,3,1553,33.36561236,-112.3199524
1847,655 Walnut Wl,in_progress,1,1553,33.48280274,-112.3563916
1848,731 Wall Dv,collected,1,1553,33.55159903,-112.1169891
1849,158 Texas St,active,3,1554,33.52244579,-112.1862439
1850,679 Blake Rd,collected,1,1555,33.55645067,-111.9987446
1851,79 2nd Dv,active,3,1555,33.54865659,-111.9706547
1852,213 Bush Dv,in_progress,1,1557,33.55246577,-112.1882812
1853,563 Blake Way,collected,1,1557,33.47419362,-111.9633526
1854,135 Euclid Rd,collected,1,1557,33.52385911,-112.3392867
1855,380 Pine Wl,in_progress,3,1557,33.41068012,-112.2937457
1856,99 3rd Vis,active,1,1558,33.41074536,-112.1049073
1857,148 2nd Way,active,3,1558,33.48933798,-112.2152826
1858,658 6th Rd,in_progress,3,1559,33.52237592,-112.2384228
1859,368 6th Cir,in_progress,1,1559,33.49569612,-112.3281168
1860,591 Post Vis,collected,2,1559,33.39239011,-112.2868366
1861,71 6th Pl,collected,3,1559,33.45399876,-112.2087773
1862,288 7th Trl,in_progress,3,1559,33.42821245,-112.3076983
1863,262 Walnut Way,in_progress,2,1560,33.49982387,-112.235092
1864,20 Sutter Way,collected,3,1560,33.4611,-112.2907278
1865,246 Franklin St,collected,1,1560,33.37093388,-111.9027918
1866,171 8th Ave,in_progress,3,1560,33.36860273,-112.3016939
1867,146 Pine Dv,in_progress,2,1562,33.45219036,-112.0790551
1868,141 4th Vis,in_progress,2,1562,33.49778779,-112.0772166
1869,651 Texas Wl,active,1,1563,33.47545579,-112.0351836
1870,517 Indiana Way,collected,1,1563,33.52001788,-112.1735851
1871,263 Franklin St,active,2,1563,33.53327202,-111.9593559
1872,87 Walnut Ave,collected,2,1564,33.58290043,-112.361149
1873,99 Bush Way,active,2,1564,33.54651019,-112.0359088
1874,293 Turk Cir,collected,3,1564,33.40180889,-112.1563483
1875,198 6th Way,active,1,1564,33.47408404,-112.1741907
1876,375 4th Pl,collected,2,1564,33.51913399,-112.1708877
1877,691 7th St,collected,2,1564,33.42052866,-111.9457079
1878,425 Page Rd,in_progress,2,1565,33.5790967,-112.3457365
1879,24 Franklin Way,active,3,1565,33.5032463,-111.8743239
1880,291 Franklin Pl,active,3,1566,33.41837818,-112.2707654
1881,422 3rd Trl,collected,1,1566,33.5446363,-111.9914516
1882,240 Mission Cir,active,3,1566,33.53129333,-112.1272387
1883,428 Wall St,in_progress,2,1567,33.48428143,-112.1764886
1884,338 California Pl,active,1,1567,33.55510391,-112.2615732
1885,465 Walnut Rd,in_progress,1,1567,33.41933641,-111.9106871
1886,768 Sutter Cir,collected,2,1567,33.50080547,-111.9884895
1887,86 9th Dv,active,2,1567,33.40597496,-112.0020926
1888,671 Franklin Ave,collected,3,1569,33.52661423,-112.0508076
1889,299 Blake St,in_progress,1,1571,33.47451303,-112.2682478
1890,317 7th St,collected,3,1571,33.46205565,-112.0345645
1891,525 3rd Dv,collected,2,1572,33.45404433,-112.2408388
1892,739 Sutter Trl,in_progress,2,1572,33.38923222,-112.1931603
1893,37 2nd Cir,collected,2,1573,33.50856896,-112.361474
1894,629 Bush Cir,collected,3,1573,33.46488318,-112.1259864
1895,631 7th Blvd,active,3,1573,33.5913858,-112.0299448
1896,455 Post Way,in_progress,2,1573,33.52406158,-111.9932543
1897,760 Sutter Dv,active,1,1574,33.41023312,-112.2575331
1898,644 Wall Pl,in_progress,1,1574,33.46325404,-112.1603906
1899,583 4th Pl,active,2,1574,33.5069905,-112.2967743
1900,241 Pine Wl,active,2,1574,33.51149717,-112.2001427
1901,548 5th Blvd,collected,3,1574,33.37664218,-112.2660387
1902,441 6th Ave,collected,1,1575,33.45871967,-112.0831518
1903,350 3rd Way,active,1,1575,33.4717996,-112.3384796
1904,602 Geary Vis,active,2,1575,33.57357859,-111.8846896
1905,743 Bush Ave,in_progress,3,1575,33.43223322,-112.1039367
1906,55 Bush Dv,active,3,1575,33.42423733,-111.9566019
1907,97 Wall Trl,collected,2,1575,33.39047232,-112.2047193
1908,488 3rd Dv,active,2,1576,33.50401141,-112.2667781
1909,791 Texas Ave,in_progress,2,1576,33.53315499,-112.2165556
1910,345 8th Cir,active,2,1576,33.49335152,-112.1527225
1911,99 Franklin Pl,collected,3,1576,33.45923817,-112.1501268
1912,364 Texas Rd,collected,1,1577,33.5741577,-111.9929182
1913,328 6th Cir,collected,3,1577,33.36952307,-111.9464443
1914,116 5th Vis,in_progress,3,1577,33.5530332,-112.2576755
1915,512 Page Trl,active,2,1578,33.51990878,-111.9361351
1916,502 1st St,in_progress,2,1578,33.58223623,-112.1624196
1917,615 Bush Dv,active,1,1578,33.44042177,-111.8935025
1918,338 8th Rd,collected,1,1579,33.40964978,-111.8865838
1919,535 3rd Blvd,in_progress,2,1579,33.36667769,-111.9276235
1920,260 Walnut Vis,collected,2,1579,33.48739917,-112.2862818
1921,440 4th Rd,in_progress,2,1580,33.44413809,-112.1599553
1922,712 Turk Wl,active,3,1580,33.40754821,-112.3562506
1923,631 7th Rd,active,3,1580,33.42537253,-112.2086341
1924,412 Franklin Dv,active,3,1581,33.40396863,-111.976527
1925,605 Euclid Cir,active,1,1581,33.49841788,-112.3441501
1926,680 Bush Dv,collected,3,1581,33.54766662,-112.188515
1927,293 Page Way,in_progress,1,1582,33.47455195,-111.8896359
1928,529 Turk Vis,in_progress,2,1582,33.36911083,-112.2639443
1929,198 8th Blvd,active,3,1583,33.36447546,-112.2848901
1930,547 Post Pl,collected,1,1583,33.55386272,-111.9938967
1931,366 7th Rd,active,2,1584,33.56698378,-112.0212507
1932,210 Franklin Blvd,in_progress,3,1584,33.39614012,-111.9503143
1933,505 3rd Dv,collected,3,1584,33.57713539,-112.1616401
1934,666 1st Blvd,active,1,1585,33.47893352,-112.1218579
1935,715 Euclid St,collected,2,1585,33.41239833,-111.9970415
1936,671 California Dv,collected,1,1585,33.55914095,-112.2091227
1937,127 6th Wl,active,3,1585,33.59077354,-111.9083668
1938,464 Post Wl,active,1,1586,33.51257048,-112.2759396
1939,707 Euclid Rd,collected,3,1586,33.47359792,-111.9127828
1940,220 California St,active,2,1586,33.39888224,-112.0413718
1941,742 8th Dv,in_progress,2,1586,33.54208485,-112.0695362
1942,51 7th Trl,active,1,1586,33.49643544,-111.9127064
1943,177 Blake Way,in_progress,2,1587,33.50849521,-112.057842
1944,456 Indiana Dv,active,2,1588,33.54672199,-112.0172464
1945,594 Blake Rd,collected,1,1588,33.41566773,-112.0407432
1946,265 6th Ave,in_progress,3,1588,33.41005145,-111.9716737
1947,322 Euclid Wl,in_progress,2,1589,33.58555452,-112.0492702
1948,452 Bush Pl,in_progress,1,1590,33.51573906,-112.1988142
1949,419 2nd Wl,active,3,1591,33.5923394,-111.8766135
1950,550 Geary Wl,collected,3,1591,33.44245341,-112.31491
1951,404 Texas Rd,active,1,1592,33.52173961,-112.1259024
1952,705 Page Pl,in_progress,2,1592,33.50514564,-112.0180084
1953,41 Geary St,collected,3,1592,33.45727605,-112.3587558
1954,253 8th Pl,collected,2,1592,33.48108171,-112.2042857
1955,76 6th Rd,collected,1,1592,33.39200146,-112.3482228
1956,732 6th Cir,collected,1,1593,33.5402426,-112.032765
1957,283 Turk Ave,in_progress,2,1593,33.55280891,-112.2286357
1958,195 1st Cir,collected,1,1593,33.58389783,-111.8769971
1959,314 Euclid Vis,in_progress,1,1593,33.5103157,-111.9334996
1960,276 6th Trl,active,2,1593,33.55541966,-112.2787977
1961,715 Indiana Vis,collected,2,1593,33.41209627,-112.2737415
1962,770 Sutter Pl,in_progress,3,1594,33.42080313,-111.9976476
1963,150 Franklin Ave,collected,3,1594,33.39201612,-111.9337034
1964,236 Sutter Trl,active,1,1594,33.57197249,-111.97542
1965,562 4th Blvd,in_progress,2,1594,33.49432429,-112.1400564
1966,728 6th Pl,in_progress,2,1594,33.49989071,-112.1781631
1967,481 Page St,in_progress,2,1594,33.56209427,-112.2865785
1968,467 Post Rd,active,1,1594,33.36159379,-111.9329741
1969,791 Wall Wl,in_progress,1,1595,33.55024909,-112.3167624
1970,34 2nd Blvd,collected,3,1596,33.47742231,-112.3249732
1971,47 Sutter Dv,in_progress,2,1596,33.58038896,-112.2024362
1972,136 Walnut Blvd,active,3,1596,33.456428,-112.0208961
1973,768 California Cir,collected,3,1597,33.42462176,-112.1753354
1974,303 Euclid Rd,in_progress,2,1597,33.52396423,-112.3175411
1975,537 Mission Rd,in_progress,2,1597,33.4582953,-112.0877866
1976,107 Indiana Trl,active,3,1597,33.40576615,-112.2029021
1977,416 Sutter Blvd,collected,2,1598,33.47701301,-112.1472042
1978,675 Turk Blvd,in_progress,3,1598,33.39321117,-112.2384434
1979,538 Wall Trl,in_progress,1,1599,33.56713479,-112.3451227
1980,129 Post Pl,in_progress,2,1599,33.36833391,-112.3259392
1981,631 6th Blvd,collected,1,1599,33.39589877,-112.161943
1982,655 Blake Dv,active,1,1599,33.45619474,-112.359482
1983,144 7th Cir,active,2,1600,33.41359348,-112.0044581
1984,646 Pine Vis,in_progress,2,1600,33.51995722,-112.3454187
1985,785 Sutter Vis,in_progress,2,1600,33.45080815,-112.2986102
1986,207 Post Vis,active,1,1600,33.37649817,-112.2568797
1987,239 4th Ave,collected,2,1601,33.43552034,-112.3529196
1988,287 Pine Blvd,in_progress,2,1601,33.48420822,-111.960741
1989,658 4th Dv,collected,2,1602,33.40368945,-112.1700448
1990,45 1st Way,in_progress,3,1603,33.4225995,-112.0091319
1991,703 9th Trl,active,3,1604,33.41860044,-112.0536624
1992,507 Wall Cir,collected,2,1604,33.51881418,-112.1507945
1993,116 6th Dv,in_progress,2,1604,33.5842551,-112.0812748
1994,653 Franklin Rd,active,2,1604,33.42782277,-111.9690206
1995,288 Sutter Pl,collected,2,1604,33.49229471,-112.1820804
1996,600 Texas Wl,collected,2,1604,33.44491196,-111.984475
1997,491 Mission Pl,active,1,1604,33.40163876,-112.2275056
1998,785 Blake Way,active,1,1605,33.45858573,-112.2471941
1999,435 5th Rd,in_progress,3,1605,33.46693404,-112.0104327
2000,778 Indiana Pl,collected,1,1605,33.37543714,-112.2453555
2001,86 Blake St,collected,2,1605,33.42898514,-112.1376388
2002,523 Mission Cir,collected,1,1605,33.57164067,-112.0883934
2003,555 Bush Trl,collected,2,1606,33.44674098,-111.8850367
2004,396 Franklin Ave,in_progress,1,1607,33.46118068,-111.9924108
2005,335 Page Cir,collected,2,1607,33.50659677,-111.9176115
2006,150 7th Pl,in_progress,2,1607,33.55086376,-111.8977978
2007,454 9th Ave,in_progress,2,1607,33.59046659,-112.0123527
2008,623 6th Wl,active,3,1607,33.39274838,-112.3557284
2009,545 2nd Pl,in_progress,1,1608,33.36944421,-112.1197147
2010,478 Post Wl,collected,3,1608,33.44840378,-112.2119794
2011,709 2nd Wl,active,1,1608,33.55506774,-112.0348236
2012,660 Bush Wl,active,1,1608,33.56035399,-112.2178618
2013,54 7th Trl,in_progress,1,1609,33.53857086,-112.2169924
2014,615 2nd Wl,in_progress,3,1609,33.48710814,-112.1779903
2015,66 3rd Ave,active,3,1609,33.48064165,-112.176718
2016,451 9th Wl,in_progress,2,1610,33.39671091,-112.0473255
2017,40 2nd Ave,collected,1,1610,33.49313147,-111.9523035
2018,349 Bush Cir,in_progress,3,1610,33.46944779,-112.2076657
2019,695 9th Trl,active,2,1610,33.48232881,-111.9085572
2020,403 Texas Vis,in_progress,1,1610,33.469564,-112.3289617
2021,499 Mission Dv,active,1,1610,33.44463134,-112.3525234
2022,535 Bush Cir,in_progress,2,1611,33.57601079,-112.2598315
2023,779 Turk Ave,active,2,1611,33.50518385,-112.315155
2024,500 Franklin Pl,active,3,1611,33.36544882,-111.9709012
2025,184 Page Ave,collected,1,1611,33.5347412,-112.0890373
2026,20 8th Trl,in_progress,2,1612,33.47234903,-112.0352394
2027,278 5th Vis,in_progress,1,1613,33.43348011,-112.1409856
2028,286 8th Trl,collected,2,1613,33.53739949,-112.1894224
2029,779 Bush St,active,3,1613,33.39160671,-112.3485441
2030,217 Mission Vis,active,1,1614,33.56022652,-112.3488086
2031,324 Euclid Cir,in_progress,3,1614,33.51414719,-112.3289093
2032,605 Walnut Wl,active,3,1614,33.37694054,-111.976557
2033,657 California Wl,active,2,1614,33.52977524,-112.0290963
2034,25 Sutter Wl,active,2,1614,33.58385291,-112.0459539
2035,729 1st Dv,active,3,1615,33.48711383,-112.2249335
2036,176 9th Cir,active,1,1616,33.51862438,-111.9815382
2037,663 Wall Pl,active,1,1616,33.55417165,-112.0345097
2038,598 Texas Wl,active,3,1617,33.40520837,-112.03831
2039,104 Texas Cir,active,3,1617,33.3695981,-112.1495771
2040,332 5th Dv,active,1,1617,33.47282985,-112.3498669
2041,291 2nd Ave,active,3,1617,33.51786119,-112.3167556
2042,374 2nd Dv,active,2,1617,33.40523313,-112.2068329
2043,722 Franklin Way,collected,1,1618,33.47712262,-112.0304124
2044,709 Pine Wl,collected,3,1618,33.38419348,-111.903112
2045,499 Blake Cir,in_progress,2,1619,33.43873065,-112.2478794
2046,417 Page Trl,in_progress,1,1619,33.39408478,-112.1256718
2047,128 Indiana Way,in_progress,3,1619,33.46335674,-111.9713907
2048,418 2nd St,in_progress,3,1620,33.42947696,-112.0721979
2049,562 2nd Way,in_progress,3,1620,33.43441398,-112.1175163
2050,366 9th Rd,collected,3,1620,33.5013588,-111.9773065
2051,379 Texas Trl,in_progress,3,1621,33.50410258,-112.2894333
2052,582 8th Wl,in_progress,3,1622,33.55344158,-112.1503747
2053,13 Pine Rd,collected,3,1622,33.53298925,-111.8815372
2054,685 8th Blvd,collected,3,1622,33.5414407,-112.3029383
2055,172 Post Vis,active,3,1622,33.39653549,-112.2855174
2056,27 California Cir,collected,3,1623,33.56495487,-112.0689822
2057,115 5th Trl,active,2,1623,33.51171382,-112.1530247
2058,695 Pine Rd,active,3,1623,33.4647152,-112.3483132
2059,732 Sutter Pl,active,1,1623,33.54103371,-112.1922586
2060,20 Blake Blvd,collected,2,1624,33.5747745,-112.3247961
2061,761 Wall Rd,in_progress,2,1624,33.42901761,-112.0983905
2062,129 Texas Cir,collected,3,1625,33.50903778,-111.9866165
2063,469 Franklin Way,active,1,1625,33.5824577,-112.104585
2064,179 Texas Pl,active,1,1625,33.55383447,-112.1352844
2065,358 Post Cir,active,1,1625,33.39322033,-111.9279354
2066,222 6th Blvd,in_progress,1,1626,33.44548947,-112.0586897
2067,108 Bush Trl,in_progress,2,1626,33.41894652,-112.1182866
2068,270 Page Wl,active,3,1626,33.46768127,-112.0059474
2069,348 Bush Way,active,1,1628,33.56664622,-112.1825753
2070,641 2nd Vis,collected,3,1629,33.54335827,-111.9508009
2071,795 California Blvd,active,1,1630,33.49007506,-112.1074283
2072,51 Indiana Vis,in_progress,1,1630,33.37154951,-112.0449341
2073,696 California Rd,in_progress,3,1630,33.48901929,-112.2283261
2074,626 6th Wl,in_progress,1,1630,33.41185651,-111.8939778
2075,541 9th Rd,collected,2,1631,33.4331398,-112.2298571
2076,793 5th Way,active,2,1632,33.53884928,-112.3374896
2077,112 Page Wl,collected,2,1632,33.42188938,-111.9063815
2078,535 4th Rd,in_progress,3,1632,33.56385781,-112.2379476
2079,230 Wall Cir,in_progress,2,1632,33.3732176,-111.951653
2080,101 7th Rd,in_progress,1,1633,33.55259916,-112.0782689
2081,773 Pine Wl,in_progress,3,1633,33.38517893,-112.2578704
2082,496 California Wl,active,3,1633,33.56128012,-112.0066522
2083,331 1st Pl,collected,3,1634,33.37796532,-111.972277
2084,17 Walnut Vis,active,1,1634,33.57799571,-112.3554459
2085,388 5th Wl,collected,3,1634,33.36142739,-112.1367205
2086,719 Geary Trl,in_progress,3,1634,33.39816576,-111.9434608
2087,123 Texas Pl,collected,3,1634,33.45435177,-112.1739931
2088,629 Walnut Rd,in_progress,3,1635,33.54715037,-112.0418375
2089,188 Wall St,active,1,1635,33.38521665,-112.0645274
2090,528 1st Cir,collected,2,1636,33.43145095,-112.154434
2091,658 Mission Rd,active,3,1636,33.54351791,-112.0474073
2092,612 Franklin Ave,in_progress,1,1637,33.36675912,-112.2289098
2093,283 Wall Blvd,active,3,1637,33.56789129,-112.3114079
2094,313 Mission Trl,collected,2,1638,33.45076003,-112.0051904
2095,136 Blake Trl,active,1,1638,33.42003249,-112.0601564
2096,428 California Trl,collected,3,1638,33.59254027,-112.3493055
2097,127 7th Vis,active,3,1639,33.42072809,-112.1623279
2098,279 Pine Dv,active,2,1639,33.43434201,-111.9250343
2099,619 5th Rd,in_progress,3,1640,33.44778586,-112.151191
2100,790 Texas Way,active,2,1640,33.45831841,-112.1425509
2101,98 Pine Vis,active,3,1640,33.56577325,-112.1188609
2102,122 Bush Way,active,3,1640,33.56024985,-112.2032252
2103,508 7th Cir,in_progress,2,1640,33.53641415,-112.1040988
2104,109 Geary Trl,in_progress,1,1641,33.4844254,-112.1861891
2105,553 Euclid St,collected,3,1641,33.57852665,-112.308408
2106,112 1st Ave,active,2,1641,33.5718071,-111.9737779
2107,84 Euclid St,in_progress,1,1641,33.37528142,-112.0132028
2108,137 1st Trl,active,2,1641,33.44122187,-112.1455188
2109,528 Turk Trl,active,3,1641,33.41088476,-112.0495717
2110,318 2nd Pl,active,3,1641,33.57771066,-112.3350792
2111,604 2nd Rd,in_progress,2,1642,33.55069609,-112.245615
2112,573 2nd Trl,collected,3,1643,33.47151566,-112.1178214
2113,622 Sutter Rd,active,1,1643,33.58564364,-111.933276
2114,791 3rd Cir,collected,2,1643,33.50195433,-112.0361546
2115,768 Texas Wl,active,2,1643,33.45446313,-112.1794025
2116,20 Page Trl,in_progress,1,1644,33.43024961,-112.3353082
2117,547 9th Way,in_progress,1,1644,33.41593961,-111.993872
2118,190 Page Trl,active,1,1645,33.5126582,-112.3578808
2119,587 Franklin Wl,in_progress,1,1645,33.38081757,-112.2571403
2120,723 3rd Rd,collected,1,1645,33.53957732,-111.9622977
2121,186 3rd Trl,active,2,1646,33.5510507,-112.0559813
2122,354 Texas Cir,active,2,1646,33.54024815,-112.1217323
2123,672 Page Wl,active,1,1646,33.40049559,-112.3346641
2124,433 Euclid Trl,collected,1,1647,33.40681385,-112.1754109
2125,108 Geary Wl,active,3,1648,33.36310784,-112.317086
2126,690 Post St,in_progress,3,1648,33.39173819,-112.2581021
2127,344 Geary Blvd,collected,2,1648,33.4960479,-112.1803751
2128,418 Indiana Vis,in_progress,2,1649,33.37068446,-112.0147466
2129,94 2nd Vis,active,2,1649,33.43504146,-112.2942578
2130,666 Post Rd,in_progress,1,1649,33.41413888,-112.0340364
2131,52 7th Rd,in_progress,2,1649,33.42295603,-112.2567647
2132,618 Walnut Cir,in_progress,3,1650,33.37126108,-112.0729459
2133,108 Sutter Wl,collected,3,1650,33.48049034,-111.9664601
2134,16 Turk Wl,active,2,1650,33.56914877,-111.9299894
2135,240 Franklin Vis,collected,1,1650,33.5449558,-112.0651324
2136,349 Indiana Rd,in_progress,2,1650,33.52160193,-112.3335496
2137,289 3rd Way,in_progress,1,1650,33.47588685,-111.970483
2138,19 Pine Way,in_progress,3,1651,33.55455007,-112.2008673
2139,149 Wall Rd,in_progress,1,1651,33.4491105,-112.3057597
2140,708 Blake Cir,active,2,1651,33.4172898,-112.0429187
2141,58 Page Way,active,2,1651,33.48629886,-112.3005161
2142,449 Page Pl,collected,1,1652,33.57915429,-112.2548878
2143,495 3rd Dv,active,3,1652,33.41455494,-112.207024
2144,662 Blake Trl,in_progress,3,1652,33.45375119,-111.9610283
2145,534 Pine Vis,active,1,1652,33.56359652,-112.2898244
2146,605 Sutter Ave,in_progress,1,1653,33.4105917,-112.0923778
2147,564 Texas Wl,active,3,1653,33.56395979,-111.9968082
2148,316 1st Pl,active,3,1653,33.51204243,-112.2446485
2149,799 California Wl,in_progress,1,1654,33.42864608,-111.9160214
2150,488 Turk Cir,collected,1,1654,33.52659967,-112.0822587
2151,139 7th Ave,in_progress,3,1654,33.39738092,-112.1435215
2152,137 Franklin St,active,3,1655,33.49720168,-112.0541135
2153,266 Bush Way,active,2,1656,33.41003757,-112.3194256
2154,278 9th Trl,collected,1,1657,33.42443378,-112.0838555
2155,189 5th Vis,collected,2,1657,33.56412679,-112.2768706
2156,315 Geary Trl,collected,3,1657,33.54565989,-112.1019721
2157,575 Page Pl,active,2,1658,33.49854987,-111.967224
2158,406 4th Pl,in_progress,1,1658,33.56784569,-112.2836918
2159,252 Sutter Pl,in_progress,2,1658,33.51571887,-112.2370976
2160,29 7th Rd,in_progress,1,1658,33.55848075,-111.8779563
2161,89 Wall Blvd,in_progress,2,1658,33.45550339,-112.3493082
2162,320 Pine Blvd,collected,3,1659,33.36733784,-112.2543031
2163,240 Texas St,collected,1,1659,33.38837836,-112.0740242
